RGBController,Category,Type,Name,VID,PID,SVID,SPID,Save,Direct,Effects,Comments
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3070 Ti Vision OC 8G","10DE","2482","1458","4090","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Gaming OC 10G","10DE","2206","1458","403F","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Gaming OC 12G","10DE","220A","1458","40A2","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Gaming OC 10G","10DE","2216","1458","403F","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Vision OC 10G (REV 2.0)","10DE","2216","1458","404B","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Vision OC 10G","10DE","2206","1458","404B","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Ti Gaming OC 12G","10DE","2208","1458","4088","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Ti EAGLE 12G","10DE","2208","1458","4085","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3080 Ti EAGLE OC 12G","10DE","2208","1458","4086","✔️","✔️","✔️",""
"Gigabyte Fusion GPU","GPU","I2C","Gigabyte RTX3090 Gaming OC 24G","10DE","2204","1458","4043","✔️","✔️","✔️",""
"HP Omen 30L","Motherboard","USB","HP Omen 30L","103C","84FD","","","❌","✔️","✔️",""
"Holtek A070","Mouse","USB","Holtek USB Gaming Mouse","04D9","A070","","","❌","❌","✔️",""
"Holtek A1FA","Mouse","USB","Holtek Mousemat","04D9","A1FA","","","❌","❌","✔️",""
"HyperX DRAM","RAM","I2C","","","","","","❌","✔️","✔️",""
"HyperX Alloy Elite","Keyboard","USB","HyperX Alloy Elite RGB","0951","16BE","","","❌","✔️","✔️",""
"HyperX Alloy Elite","Keyboard","USB","HyperX Alloy Elite 2","0951","1711","","","❌","✔️","✔️",""
"HyperX Alloy Elite","Keyboard","USB","HyperX Alloy Elite 2 (HP)","03F0","058F","","","❌","✔️","✔️",""
"HyperX Alloy Elite 2","Keyboard","USB","HyperX Alloy Elite 2","0951","1711","","","❌","✔️","✔️",""
"HyperX Alloy Elite 2","Keyboard","USB","HyperX Alloy Elite 2 (HP)","03F0","058F","","","❌","✔️","✔️",""
"HyperX Alloy FPS","Keyboard","USB","HyperX Alloy FPS RGB","0951","16DC","","","❌","✔️","❌",""
"HyperX Alloy Origins","Keyboard","USB","HyperX Alloy Origins Core","0951","16E6","","","❌","✔️","❌",""
"HyperX Alloy Origins","Keyboard","USB","HyperX Alloy Origins Core","03F0","098F","","","❌","✔️","❌",""
"HyperX Alloy Origins","Keyboard","USB","HyperX Alloy Origins 60","0951","1734","","","❌","✔️","❌",""
"HyperX Alloy Origins","Keyboard","USB","HyperX Alloy Origins","0951","16E5","","","❌","✔️","❌",""
"HyperX Alloy Origins","Keyboard","USB","HyperX Alloy Origins","03F0","0591","","","❌","✔️","❌",""
"HyperX Alloy Origins 60","Keyboard","USB","HyperX Alloy Origins 60","0951","1734","","","❌","✔️","❌",""
"HyperX Alloy Origins Core","Keyboard","USB","HyperX Alloy Origins Core","0951","16E6","","","❌","✔️","❌",""
"HyperX Alloy Origins Core","Keyboard","USB","HyperX Alloy Origins Core","03F0","098F","","","❌","✔️","❌",""
"HyperX Pulsefire Dart","Mouse","USB","HyperX Pulsefire Dart (Wireless)","0951","16E1","","","✔️","✔️","✔️",""
"HyperX Pulsefire Dart","Mouse","USB","HyperX Pulsefire Dart (Wired)","0951","16E2","","","✔️","✔️","✔️",""
"HyperX Pulsefire FPS","Mouse","USB","HyperX Pulsefire FPS Pro","0951","16D7","","","❌","✔️","❌",""
"HyperX Pulsefire FPS","Mouse","USB","HyperX Pulsefire Core","0951","16DE","","","❌","✔️","❌",""
"HyperX Pulsefire Haste","Mouse","USB","HyperX Pulsefire Haste","0951","1727","","","❌","✔️","❌",""
"HyperX Pulsefire Raid","Mouse","USB","HyperX Pulsefire Raid","0951","16E4","","","❌","✔️","❌",""
"HyperX Pulsefire Surge","Mouse","USB","HyperX Pulsefire Surge","0951","16D3","","","❌","✔️","❌",""
"HyperX Mousemat","Mousemat","USB","HyperX Fury Ultra","0951","1705","","","❌","✔️","❌",""
"HyperX Mousemat","Mousemat","USB","HyperX Pulsefire Mat","03F0","0F8D","","","❌","✔️","❌",""
"Intel Arc A770 Limited Edition","GPU","USB","Intel Arc A770 Limited Edition","2516","01B5","","","🚫","✔️","⚒️",""
"Keychron Keyboard","Keyboard","USB","Keychron Gaming Keyboard 1","05AC","024F","","","❌","❌","✔️",""
"LIFX Globes","Light","USB","","","","","","❌","✔️","❌",""
"Lenovo USB","Keyboard","USB","Lenovo Legion Y740","048D","C935","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo USB","Keyboard","USB","Lenovo Legion 7 gen 5","048D","C956","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo USB","Keyboard","USB","Lenovo Legion 7S gen 5","048D","C957","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo USB","Keyboard","USB","Lenovo Legion 7 gen 6","048D","C968","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lenovo USB","Keyboard","USB","Lenovo Legion 7S gen 6","048D","C967","","","❌","✔️","❌","Tested on Lenovo Legion 7/7i gen. 6 ANSI and ISO models
Hardware modes are not implented
PLEASE UPDATE YOUR BIOS IF YOU HAVE ISSUES WITH HARDWARE MODES AFTER CLOSING OPENRGB

If you have other models beside the Legion 7 gen 6 and want to test if RGB can be added to OpenRGB,
you can do so if you're on Windows by running
[this Powershell script](https://gitlab.com/pvazny/legion7-rgb-ps) with the `-test` parameter:

```powershell
legion7-rgb.ps1 -test -v 0x048D -p 0xC935 -up 0xFF89 -u 0x07 -c 0xa1 -start 0x15 -stop 0xa1
```

This script will iterate through each LED one by one, in bank `$c = 0xa1`, between IDs
`-start 0x15` and `-stop 0xa1`, on the HID device with VID `-v 0x048D` PID `-p 0xC935` usage page
`-up 0xFF89` and usage `-u 0x07`. It will default to the Legion 7 Gen 6 description, however you can
enter a new description for each LED and at the end it will generate the differences.

To check if you have an eligible HID device that could potentially be iterated by the script please
open the powershell command prompt and executre the follow:

```powershell
Get-PnpDevice -Class 'HIDClass' | ForEach-Object { [PSCustomObject]@{Name = $_.FriendlyName; InstanceId = $_.InstanceId; HardwareId = ($_.HardwareId | Where-Object {$_ -like 'HID_DEVICE_UP:*' })}} | Where-Object { $_.HardwareId -ne $null } | Sort-Object InstanceId
```

If the script is successful please create a [new device issue](https://gitlab.com/CalcProgrammer1/OpenRGB/-/issues/new?issuable_template=New%20Device#)
and attach the relevant details to request support for your device."
"Lexip Mouse","Mouse","USB","Np93 ALPHA - Gaming Mouse","04D8","FD0A","","","❌","✔️","❌",""
"Lian Li Uni Hub","Cooler","USB","Lian Li Uni Hub - AL","0CF2","A101","","","❌","🚨","✔️",""
"Lian Li Uni Hub AL","","USB","Lian Li Uni Hub - AL","0CF2","A101","","","❌","🚨","✔️",""
"Lian Li Uni Hub","","USB","Lian Li Uni Hub - AL","0CF2","A101","","","❌","🚨","✔️",""
"Lian Li Strimer L Connect","LEDStrip","USB","Strimer L Connect","0CF2","A200","","","❌","🚨","✔️","The Lian Li Strimer L Connect `Direct` mode stutters at high frame rates and
and has been rate limited to ~10FPS."
"Logitech G203L","Mouse","USB","Logitech G203 Lightsync","046D","C092","","","🤖","✔️","✔️",""
"Logitech G213","Keyboard","USB","Logitech G213","046D","C336","","","🤖","✔️","✔️",""
"Logitech G560","Speaker","USB","Logitech G560 Lightsync Speaker","046D","0A78","","","❌","✔️","❌",""
"Logitech G810","Keyboard","USB","Logitech G512","046D","C342","","","🤖","✔️","✔️",""
"Logitech G810","Keyboard","USB","Logitech G512 RGB","046D","C33C","","","🤖","✔️","✔️",""
"Logitech G810","Keyboard","USB","Logitech G610 Orion","046D","C333","","","🤖","✔️","✔️",""
"Logitech G810","Keyboard","USB","Logitech G610 Orion","046D","C338","","","🤖","✔️","✔️",""
"Logitech G810","Keyboard","USB","Logitech G810 Orion Spectrum","046D","C331","","","🤖","✔️","✔️",""
"Logitech G810","Keyboard","USB","Logitech G810 Orion Spectrum","046D","C337","","","🤖","✔️","✔️",""
"Logitech G815","Keyboard","USB","Logitech G813 RGB Mechanical Gaming Keyboard","046D","C232","","","🤖","✔️","✔️",""
"Logitech G815","Keyboard","USB","Logitech G815 RGB Mechanical Gaming Keyboard","046D","C33F","","","🤖","✔️","✔️",""
"Logitech G910","Keyboard","USB","Logitech G910 Orion Spark","046D","C32B","","","🤖","✔️","✔️",""
"Logitech G910","Keyboard","USB","Logitech G910 Orion Spectrum","046D","C335","","","🤖","✔️","✔️",""
"Logitech G915","Keyboard","USB","Logitech G915 Wireless RGB Mechanical Gaming Keyboard","046D","C541","","","🤖","✔️","✔️",""
"Logitech G915","Keyboard","USB","Logitech G915 Wireless RGB Mechanical Gaming Keyboard","046D","C547","","","🤖","✔️","✔️",""
"Logitech G915","Keyboard","USB","Logitech G915 Wireless RGB Mechanical Gaming Keyboard (Wired)","046D","C33E","","","🤖","✔️","✔️",""
"Logitech G915","Keyboard","USB","Logitech G915TKL Wireless RGB Mechanical Gaming Keyboard","046D","C545","","","🤖","✔️","✔️",""
"Logitech G915","Keyboard","USB","Logitech G915TKL Wireless RGB Mechanical Gaming Keyboard (Wired)","046D","C343","","","🤖","✔️","✔️",""
"Logitech G915","Keyboard","USB","Logitech G915 Wireless RGB Mechanical Gaming Keyboard (Wired)","046D","C33E","","","🤖","✔️","✔️",""
"Logitech G915","Keyboard","USB","Logitech G915TKL Wireless RGB Mechanical Gaming Keyboard (Wired)","046D","C343","","","🤖","✔️","✔️",""
"Logitech G933","Headset","USB","Logitech G933 Lightsync Headset","046D","0A5B","","","❌","✔️","❌",""
"Logitech Lightsync Mouse","Mouse","USB","Logitech G303 Daedalus Apex","046D","C080","","","🤖","✔️","✔️",""
"Logitech Lightsync Mouse","Mouse","USB","Logitech G403 Hero","046D","C08F","","","🤖","✔️","✔️",""
"Logitech Lightsync Mouse (1 Zone)","Mouse","USB","Logitech G203 Prodigy","046D","C084","","","🤖","✔️","✔️",""
"Logitech Lightsync Mouse (1 Zone)","Mouse","USB","Logitech G203 Lightsync","046D","C092","","","🤖","✔️","✔️",""
"Logitech Lightsync Mouse (1 Zone)","Mouse","USB","Logitech G Pro Gaming Mouse","046D","C085","","","🤖","✔️","✔️",""
"Logitech Lightsync Mouse (1 Zone)","Mouse","USB","Logitech G Pro (HERO) Gaming Mouse","046D","C08C","","","🤖","✔️","✔️",""
"Logitech Powerplay Mat","Mousemat","USB","","","","","","❌","✔️","✔️",""
"Logitech G Pro","Keyboard","USB","Logitech G Pro RGB Mechanical Gaming Keyboard","046D","C339","","","🤖","✔️","✔️",""
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G403 Wireless Gaming Mouse","046D","405D","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G502 Wireless Gaming Mouse","046D","407F","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G703 Wireless Gaming Mouse","046D","4070","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G703 Hero Wireless Gaming Mouse","046D","4086","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G900 Wireless Gaming Mouse","046D","4053","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G903 Wireless Gaming Mouse","046D","4067","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G903 Hero Wireless Gaming Mouse","046D","4087","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G Pro Wireless Gaming Mouse","046D","4079","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech Powerplay Mat","046D","405F","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G502 Proteus Spectrum Gaming Mouse","046D","C332","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G502 Hero Gaming Mouse","046D","C08B","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G403 Prodigy Gaming Mouse","046D","C083","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G403 Wireless Gaming Mouse (wired)","046D","C082","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G502 Wireless Gaming Mouse (wired)","046D","C08D","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G703 Wireless Gaming Mouse (wired)","046D","C087","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G703 Hero Wireless Gaming Mouse (wired)","046D","C090","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G900 Wireless Gaming Mouse (wired)","046D","C081","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G903 Wireless Gaming Mouse (wired)","046D","C086","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G903 Hero Wireless Gaming Mouse (wired)","046D","C091","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G Pro Wireless Gaming Mouse (wired)","046D","C088","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G633 Gaming Headset","046D","0X0A5C","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G733 Gaming Headset","046D","0AB5","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech Lightspeed","Keyboard
Mouse
Mousemat
Headset","USB","Logitech G935 Gaming Headset","046D","0A87","","","✔️","✔️","✔️","The Lightspeed controller is the generic RGB Controller
for all Logitech HID++ devices that support feature page 8070."
"Logitech X56","Gamepad","USB","Logitech X56 Rhino Hotas Joystick","0738","2221","","","✔️","✔️","❌",""
"Logitech X56","Gamepad","USB","Logitech X56 Rhino Hotas Throttle","0738","A221","","","✔️","✔️","❌",""
"MSI 3 Zone Keyboard","Keyboard","USB","MSI 3-Zone Laptop","1770","FF00","","","❌","✔️","❌",""
"MSI GPU","GPU","I2C","MSI GeForce GTX 1070 Gaming X","10DE","1B81","1462","3306","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce GTX 1660 Gaming X 6G","10DE","2184","1462","3790","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce GTX 1660Ti Gaming 6G","10DE","2182","1462","375C","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce GTX 1660Ti Gaming X 6G","10DE","2182","1462","375A","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce GTX 1660 Super Gaming 6G","10DE","21C4","1462","C759","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce GTX 1660 Super Gaming X 6G","10DE","21C4","1462","C758","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2060 Gaming Z 6G","10DE","1E89","1462","3752","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2060 Gaming Z 6G","10DE","1F08","1462","3752","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2060 Gaming Z 6G","10DE","1F08","1462","3754","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2060 Super Gaming X","10DE","1F06","1462","C752","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2060 Super ARMOR OC","10DE","1F06","1462","C754","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 Gaming Z","10DE","1F07","1462","3732","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 Gaming","10DE","1F02","1462","3733","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 ARMOR","10DE","1F02","1462","3734","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 ARMOR OC","10DE","1F07","1462","3734","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 SUPER ARMOR OC","10DE","1E84","1462","C730","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 Super Gaming","10DE","1E84","1462","373F","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 Super Gaming Trio","10DE","1E84","1462","C727","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 Super Gaming X","10DE","1E84","1462","373e","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 Super Gaming X Trio","10DE","1E84","1462","C726","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2070 Super Gaming Z Trio","10DE","1E84","1462","37B6","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080 Gaming Trio","10DE","1E82","1462","372E","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080 Gaming X Trio","10DE","1E87","1462","3726","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080 Sea Hawk EK X","10DE","1E87","1462","3728","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080 Duke 8G OC","10DE","1E87","1462","3721","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080 Super Gaming X Trio","10DE","1E81","1462","C724","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080Ti Gaming X Trio","10DE","1E07","1462","3715","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080Ti Gaming Z Trio","10DE","1E07","1462","371E","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080Ti 11G Gaming X Trio","10DE","1E07","1462","3716","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 2080Ti Sea Hawk EK X","10DE","1E07","1462","3717","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 Gaming X 12G","10DE","2503","1462","3976","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 Gaming X 12G LHR","10DE","2504","1462","3976","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 Gaming X 12G (GA104)","10DE","2487","1462","3976","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 12G Gaming X Trio LHR","10DE","2504","1462","3903","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 12GB Gaming X Trio","10DE","2503","1462","3903","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 Ti 8GB Gaming X Trio","10DE","2486","1462","3903","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 Ti 8GB Gaming X LHR","10DE","2489","1462","3973","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3060 Ti 8GB Gaming X Trio LHR","10DE","2489","1462","3903","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3070 8GB Gaming Trio","10DE","2488","1462","3904","✔️","✔️","✔️",""
"MSI GPU","GPU","I2C","MSI GeForce RTX 3070 8GB Gaming X Trio","10DE","2484","1462","3903","✔️","✔️","✔️",""
